,case_number,year,type,country,activity,age,species_,injury,mes,deceso,genero
671,2002.12.16,2002,Unprovoked,australia,Swimming,23,Bull shark,FATAL,Dec,Y,M
672,2002.11.28.a,2002,Unprovoked,usa,Body boarding,48,3 m to 4.5 m [10' to 15'] white shark,Both legs severely lacerated,Nov,N,M
673,2002.11.17,2002,Unprovoked,usa,Swimming,34,2.4 m to 3 m [8' to 10'] grey colored shark,Right shoulder forarm & wrist bitten,Nov,N,F
674,2002.11.14,2002,Unprovoked,turks & caicos,Snorkeling,41,1.8 m to 2.1 m [6' to 7']  Caribbean Reef Shark ,"Right upper am, shoulder & back severely  bitten",Nov,N,F
675,2002.11.11,2002,Unprovoked,usa,Surfing,21,6' shark,1.5-inch laceration,Nov,N,M
676,2002.11.02,2002,Unprovoked,usa,Boogie boarding,16,3' to 4' shark,Puncture wounds on right foot,Nov,N,M
677,2002.10.30,2002,Unprovoked,usa,Swimming,60,A small shark,Left foot bitten ,Oct,N,F
678,2002.10.14,2002,Unprovoked,brazil,Swimming,36,Possibly a bull shark or tiger shark,"FATAL, body not recovered",Oct,Y,M
679,2002.10.05.b,2002,Unprovoked,usa,Surfing,14,Blacktip or spinner shark,Abrasions on right hand & deep laceration on middle finger,Oct,N,M
680,2002.10.05.a,2002,Unprovoked,usa,Surfing,35,3.5' to 4.5' shark,Heel & back of right knee lacerated,Oct,N,M
681,2002.10.03,2002,Unprovoked,usa,Surfing,18,3.5' to 4' shark,Left hand lacerated and abraded,Oct,N,M
682,2002.09.30,2002,Unprovoked,usa,Surfing,47,4' to 5' shark,Right hand severely lacerated,Sep,N,M
683,2002.09.27.c,2002,Unprovoked,usa,Fishing from Surfboard,55,1.2 m [4'] blacktip shark,"No injury, surfboard bitten ",Sep,N,M
684,2002.09.27.b,2002,Provoked,usa,Fishing,  ,1.8 m [6'] blacktip shark,Left thumb lacerated PROVOKED INCIDENT,Sep,N,M
685,2002.09.27.a,2002,Provoked,tonga,Swimming, ,"Tiger shark, 1.5 m [5']k",Thigh lacerated  PROVOKED INCIDENT,Sep,N,M
686,2002.09.21.b,2002,Unprovoked,usa,Boogie boarding or Surfing,24,2.4 m [8'] shark, Ankle lacerated,Sep,N,M
687,2002.09.21.a,2002,Unprovoked,usa,Surfing,35,3 m to 3.7 m [10' to 12'] shark,No injury,Sep,N,M
688,2002.09.16.b,2002,Unprovoked,brazil,Swimming,19,Bull or tiger shark,"Left thigh bitten, leg surgically amputated",Sep,N,M
689,2002.09.13,2002,Unprovoked,south africa,Surf skiing,47,White shark,No injury,Sep,N,M
690,2002.09.09,2002,Unprovoked,usa,Boogie boarding,20,4' to 6' shark,Bitten above & below right knee,Sep,N,M
691,2002.09.05,2002,Provoked,usa,"Wading, when he stepped on the shark",36,1' to 2' hammerhead or bonnethed shark,2 small puncture wounds on left foot PROVOKED INCIDENT,Sep,N,M
692,2002.08.28,2002,Unprovoked,usa,Surfing,16,"Tiger shark, 2.4 m to 3 m [8' to 10'] ",Left foot lacerated ,Aug,N,M
693,2002.08.14,2002,Unprovoked,usa,Surfing,27,0.9 m  to 1.2 m [3' to 4'] shark,Big toe bitten,Aug,N,M
694,2002.08.11,2002,Unprovoked,usa,Surfing,15,"Nurse shark, 1.5 m [5'] ",Lacerations on heel & dorsum of right foot,Aug,N,M
695,2002.08.05,2002,Unprovoked,usa,Standing,14,1.2 m to 1.5 m [4' to 5'] shark,Leg lacerated,Aug,N,M
696,2002.07.26,2002,Unprovoked,usa,Surfing,13,1.2 m [4'] blacktip or sandbar shark,Heel bitten,Jul,N,M
697,2002.07.20,2002,Unprovoked,usa,Swimming,15,"Bull shark, 1.8 m to 2.1 m [6' to 7'] ",Calf bitten,Jul,N,F
698,2002.07.09.b,2002,Provoked,usa,Shark Fishing,41,"Mako shark, 400-lb ",Drowned when caught in line and pulled overboard by hooked shark PROVOKED INCIDENT,Jul,Y,M
699,2002.07.09.a,2002,Unprovoked,brazil,Surfing,22,Bull or tiger shark,Right hand severed,Jul,N,M
700,2002.07.04,2002,Unprovoked,usa,Standing,9,"1.2 m to 1.5 m [4' to 5'] shark, possibly a bull shark","Calf, foot & hand bitten",Jul,N,F
701,2002.06.11.a,2002,Unprovoked,usa,Surfing,28,0.9 m to 1.2 m [3' to 4'] shark; Tooth fragment recovered from hand,Right hand lacerated,Jun,N,M
702,2002.06.09.b,2002,Unprovoked,usa,Surfing,50,  ,6-inch gash on right foot,Jun,N,M
703,2002.06.03,2002,Unprovoked,south africa,Snorkeling (filming the sardine run),50,1.5 to 2.5 m [5' to 8.25'] copper shark,Upper arm bitten,Jun,N,M
704,2002.05.31.b,2002,Unprovoked,usa,Surfing,24,3.7 m to 4.3 m [12' to 14'] white shark,Lacerated leg & back,May,N,M
705,2002.05.31.a,2002,Unprovoked,usa,Floating on a raft,16,1 m  shark,Lacerated foot,May,N,M
706,2002.05.22.b,2002,Provoked,usa,"Fishing, removing the shark from his line",55,3' blacktip shark,Leg bitten by hooked shark PROVOKED INCIDENT,May,N,M
707,2002.04.30,2002,Unprovoked,australia,Scallop diving (using surface-supplied air & a POD) ,23,"White shark, 6m [20']","FATAL, torso & leg bitten  ",Apr,Y,M
708,2002.04.20,2002,Unprovoked,usa,"Surfing, but standing in water alongside board",34,1.2 m [4'] shark,Left foot bitten,Apr,N,M
709,2002.04.09,2002,Unprovoked,bahamas,Standing,43,"Bull shark, 400-lb ",Calf bitten,Apr,N,M
710,2002.04.02,2002,Unprovoked,usa,Wading,41,3'  shark,Two half-inch lacerations on right heel and one near small toe,Apr,N,M
711,2002.04.01,2002,Unprovoked,usa,Swimming / Wading,29,0.9 m [3'] shark,Upper left arm bitten,Apr,N,M
712,2002.03.25.b,2002,Unprovoked,usa,Body-boarding,17,Tiger shark,Left leg severed below knee,Mar,N,M
713,2002.03.25.a,2002,Unprovoked,usa,Wading,11,  ,Foot bitten,Mar,N,F
714,2002.03.19,2002,Unprovoked,usa,Swimming /  boogie boarding,20,4' shark,Punctures on left foot and foot ,Mar,N,M
715,2002.03.15.b,2002,Unprovoked,usa,Snorkeling,39,"Nurse shark, 1m ",Arm bitten,Mar,N,M
716,2002.03.15.a,2002,Unprovoked,usa,Surfing,31,"Spinner shark, 3' to 4' ",Several  puncture wounds on lower right leg,Mar,N,M
717,2002.02.16,2002,Unprovoked,australia,Surfing,30 or 36,"1.5 m [5'] ""whaler shark""",Heel / foot bitten,Feb,N,M
718,2002.02.07,2002,Boating,australia,Kayaking,35,C. leucas tooth fragment recovered from kayak,Stern of kayak bitten/chest bruised ,Feb,N,M
719,2002.01.30.b,2002,Unprovoked,australia,Surfing,20,"Tiger shark, 3 m [10']",Bruises & minor cuts,Jan,N,M
720,2002.01.04,2002,Unprovoked,south africa,Fishing,16,Zambesi shark?,Leg bitten & surgically amputated,Jan,N,M
721,2002.01.01.b,2002,Unprovoked,south africa,Surf skiing,26,Unidentified,Foot & calf bitten,Jan,N,M
722,2002.01.01.a,2002,Unprovoked,usa,Snorkeling,35,"Tiger shark, 1.8 m [6'] ",Lacerations to buttocks & thigh,Jan,N,M
723,2001.10.02,2001,Unprovoked,australia,Snorkeling,20,Bronze whaler shark?,Lacerations to right forearm & shoulder injured,Oct,N,F
724,2001.09.30.b,2001,Unprovoked,mexico,Body surfing,26,"Tiger shark, 1.8 m [6']",Hand injured,Sep,N,M
725,2001.09.24,2001,Provoked,usa,"Surfing, fell off surfboard & stepped on the shark.",21,4' shark,PROVOKED INCIDENT Several small lacerations on left foot ,Sep,N,M
726,2001.09.16,2001,Invalid,usa,Wreck / Technical diving,42,Questionable incident - shark bite may have precipitated drowning,FATAL or drowning & scavenging,Sep,Y,M
727,2001.09.15.b,2001,Unprovoked,usa,Boogie boarding,6½,2' to 3.5' shark,"2 lacerations on lower back, punctures on buttock",Sep,N,M
728,2001.09.03.b,2001,Unprovoked,usa,Swimming ,28,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.,FATAL,Sep,Y,M
729,2001.09.03.a,2001,Unprovoked,usa,Swimming,23,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.,Left buttock & foot  severed,Sep,N,F
730,2001.09.02,2001,Unprovoked,usa,Wading,20,1.5 m [5'] shark,Right calf lacerated,Sep,N,M
731,2001.09.01,2001,Unprovoked,usa,Swimming ,10,bull shark,"FATAL, thigh bitten ",Sep,Y,M
732,2001.08.31,2001,Unprovoked,bahamas,Spearfishing,44,3 m [10'] bull shark,Torso lacerated,Aug,N,M
733,2001.08.22,2001,Unprovoked,usa,Surfing,17,a small shark,Foot lacerated,Aug,N,M
734,2001.08.18.c,2001,Unprovoked,usa,Surfing,20,Possibly  a blacktip or spinner shark,Cuts on right foot,Aug,N,M
735,2001.08.18.b,2001,Unprovoked,usa,Surfing,19,"3' shark, possibly  a blacktip or spinner shark",Back of left hand gashed,Aug,N,M
736,2001.08.18.a,2001,Unprovoked,usa,Surfing,19,"Blacktip shark, 5' to 6' ",Left ankle bitten,Aug,N,M
737,2001.08.16,2001,Unprovoked,bahamas,Spearfishing,43,1.9 m [6.5'] bull shark,Calf bitten,Aug,N,M
738,2001.07.15.a,2001,Unprovoked,usa,Boogie boarding,18,0.9 m  [3'] shark,Foot lacerated,Jul,N,M
739,2001.07.06.a,2001,Unprovoked,usa,Swimming,8,"Bull shark, 2.3 m [7.5'] ","Arm severed, surgically reattached",Jul,N,M
740,2001.06.10,2001,Provoked,usa,Spearfishing,52,"White shark, 2.4 m to 3 m [8' to 10'] ","No injury. Shark made threat display, then diver shot the shark PROVOKED INCIDENT",Jun,N,M
741,2001.06.03,2001,Unprovoked,usa,Wading,29,2' shark,3 puncture wounds on each side of her left  hand,Jun,N,F
742,2001.05.03,2001,Unprovoked,usa,Surfing,45,1.2 m to 1.5 m [4' to 5'] shark,Foot lacerated ,May,N,M
743,2001.04.13.a,2001,Unprovoked,usa,Surfing,12,Possibly a juvenile blacktip or spinner shark,Right foot & ankle lacerated,Apr,N,M
744,2001.04.12.c,2001,Unprovoked,usa,Surfing,21,Possibly a juvenile blacktip or spinner shark,Small cuts on big & pinky toes of left foot,Apr,N,M
745,2001.04.12.b,2001,Unprovoked,usa,Body boarding,12,Possibly a juvenile blacktip or spinner shark,Foot & ankle lacerated,Apr,N,M
746,2001.04.12.a,2001,Unprovoked,usa,Surfing,22,Possibly a 1.5 m [5'] blacktip or spinner shark,Foot lacerated,Apr,N,M
747,2001.04.11.d,2001,Unprovoked,usa,Surfing,19,Possibly a juvenile blacktip or spinner shark,Minor cuts on right heel & foot,Apr,N,M
748,2001.04.08.b,2001,Unprovoked,south africa,Surfing,46,"White shark, 2.7 m [9'] ","Thigh, hip & buttock bitten",Apr,N,M
749,2001.04.05,2001,Unprovoked,usa,Standing alongside surfboard,26,"""small shark""",Minor lacerations to dorsum of left foot,Apr,N,M
750,2001.04.02.a,2001,Unprovoked,australia,Surfing,40,Bronze whaler shark,Calf bitten,Apr,N,M
751,2001.02.04,2001,Unprovoked,australia,Surfing,40,"Bronze whaler shark, 2.5 m [8.25']  k",Leg bitten,Feb,N,M
752,2000.12.12,2000,Unprovoked,fiji,Swimming back from anchored sailboat,47,6 m [20'] shark,"FATAL, leg severed ",Dec,Y,M
753,2000.12.03,2000,Unprovoked,australia,Spearfishing,38,"Bronze whaler shark, 2.5 m [8.25'] ",Left elbow and forearm bitten,Dec,N,M
754,2000.11.18,2000,Unprovoked,usa,Swimming,73,1.2 m to 1.8 m [4' to 6'] shark,Right calf lacerated,Nov,N,M
755,2000.11.06.b,2000,Unprovoked,australia,Swimming,52,"White shark, 4.9 m [16'] ",Leg & feet lacerated,Nov,N,M
756,2000.11.06.a,2000,Unprovoked,australia,Swimming,49,"White shark, 5 m [16.5'] ","FATAL, torso bitten, leg severed ",Nov,Y,M
757,2000.11.04,2000,Unprovoked,usa,Surfing,27,"White shark, 2.4 m to 3 m [8' to 10'] ",Both thighs bitten,Nov,N,M
758,2000.10.18,2000,Unprovoked,usa,Swimming / snorkeling,56,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",Right side of back / torso lacerated,Oct,N,F
759,2000.10.09,2000,Unprovoked,usa,Surfing,17,2.1 to 2.4 m [7' to 8'] shark,Foot lacerated,Oct,N,M
760,2000.10.06.b,2000,Unprovoked,usa,Surfing,23,"Blacktip shark, 2' ",Fingers lacerated,Oct,N,M
761,2000.09.25,2000,Unprovoked,australia,Surfing,17,White shark,FATAL,Sep,Y,M
762,2000.09.24,2000,Unprovoked,australia,Surfing,25,"White shark, 4 m to 5 m [13' to 16.5'] ",FATAL,Sep,Y,M
763,2000.09.16.b,2000,Unprovoked,okinawa,Surfing,31,"White shark, 2.5 m ", FATAL,Sep,Y,M
764,2000.09.11,2000,Unprovoked,usa,Swimming / Body surfing,25,60 cm to 90 cm [2' to 3'] shark,Finger lacerated,Sep,N,M
765,2000.09.10.a,2000,Unprovoked,south africa,Free diving,48,"White shark, 3.5 m [11.5']  male ",Swim fin bitten,Sep,N,M
766,2000.09.08.b,2000,Unprovoked,usa,Wading,40,1.5 m [5'] shark,Left foot lacerated ,Sep,N,M
767,2000.09.08.a,2000,Unprovoked,reunion,Surfing,27,"Tiger shark, 3 m [10'] ",Left arm bitten,Sep,N,M
768,2000.08.31,2000,Unprovoked,usa,Swimming,47,A 2' shark was seen in the area by witnesses,Punctures & lacerations on right foot,Aug,N,M
769,2000.08.30,2000,Unprovoked,usa,Jumped into the water,69,"Thought to involve a 2.7 m [9'], 400-lb bull shark",FATAL,Aug,Y,M
770,2000.08.15,2000,Unprovoked,usa,"Windsurfing, but sitting on his board",53,"Tiger shark, 3.7 m to 4.5 m [12' to 14'9""]  ",Left calf lacerated,Aug,N,M
771,2000.08.13,2000,Unprovoked,usa,Surfing / Wading,27,juvenile shark,Minor lacerations to the dorsum of the right foot,Aug,N,M
772,2000.08.12,2000,Unprovoked,usa,Standing,44,"Blacktip shark, 2.4 m to 3 m [8' to 10'] ",Severely bitten on lower leg ,Aug,N,F
773,2000.07.06,2000,Unprovoked,usa,Playing,12,"Tiger shark, 0.9 m to 1.5 m [3' to 5'] ?",Calf lacerated,Jul,N,F
774,2000.07.04.a,2000,Unprovoked,usa,"Spearfishing, holding mesh bag with speared fish",55,"Nurse shark, 1.2 m [4'] ",Lower right calf lacerated,Jul,N,F
775,2000.07.02.b,2000,Unprovoked,usa,Wading,13,0.9 m [3'] shark,Left calf & hand lacerated,Jul,N,F
776,2000.07.02.a,2000,Unprovoked,usa,Standing,19,"0.9 m [3'] shark,  probably a blacktip or spinner shark",Left thigh lacerated,Jul,N,F
777,2000.06.10,2000,Unprovoked,usa,Surfing,17,"Blacktip shark, 1.2 m to 1.8 m [4' to 6'] ",Foot lacerated,Jun,N,M
778,2000.06.09.b,2000,Unprovoked,usa,Swimming,55,Bull shark?,Puncture wounds on right hip and arm,Jun,N,M
779,2000.06.09.a,2000,Unprovoked,usa,Swimming ,44,Bull shark,Right forearm severed surgically amputated above elbow,Jun,N,M
780,2000.03.30,2000,Unprovoked,australia,Swimming,26,2.5 m shark,Left calf bitten,Mar,N,M
781,2000.03.26,2000,Unprovoked,usa,Boogie boarding,14,1.8 m [6'] shark,Right knee lacerated,Mar,N,F
782,2000.03.24,2000,Unprovoked,usa,Surfing,37,1.2 m [4'] shark,Left hand bitten,Mar,N,M
783,2000.03.15,2000,Unprovoked,new caledonia,Spearfishing,35,Tiger shark?,FATAL,Mar,Y,M
784,2000.03.00,2000,Unprovoked,usa,Spearfishing,39,"Shortfin mako shark, 3 m to 3.4 m [10' to 11'] ","No injury to diver, speargun damaged",Mar,N,M
785,1999.12.06,1999,Invalid,brazil,Spearfishing,39,Shark involvement not confirmed,"Lateral right thigh bitten. Thought to involve a 1.2 to 1.5 m tubarão da gralha preta -  a blacktip shark, C. limbatus",Dec,N,M
786,1999.11.23,1999,Unprovoked,usa,Swimming,51,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ","Buttock bitten, hands lacerated",Nov,N,F
787,1999.11.06,1999,Unprovoked,brazil,"Spearfishing, but swimming at surface",39,1.3 to 1.6 m shark,Upper right thigh bitten,Nov,N,M
788,1999.10.01,1999,Unprovoked,usa,"Surfing, lying on surfboard",16,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",Right arm bitten,Oct,N,M
789,1999.09.18,1999,Unprovoked,usa,Kayaking,37,White shark,"No injury, but kayak scraped & dented",Sep,N,M
790,1999.08.26,1999,Unprovoked,usa,Surfing,28,"""a small shark""",3-inch laceration to right foot,Aug,N,M
791,1999.08.23,1999,Unprovoked,marshall islands,Fishing,23,7' shark,Lacerations to left leg,Aug,N,M
792,1999.08.16,1999,Unprovoked,usa,Lying prone in 2' of water,10,1.8 m [6'] shark,"Ear lacerated, cuts on scalp, back, arm & shoulder ",Aug,N,M
793,1999.08.05.a,1999,Unprovoked,usa,Body surfing,62,4' to 5' shark,Right ankle & heel  lacerated,Aug,N,M
794,1999.08.05,1999,Unprovoked,bahamas,Spearfishing & holding catch,35,2.7 m [9']  bull shark or Caribbean reef shark,Right arm bitten,Aug,N,M
795,1999.07.29,1999,Unprovoked,south africa,Surfing,42,"White shark, 3 m to 5 m [10' to 16.5'] ",Right thigh bitten,Jul,N,M
796,1999.07.26,1999,Unprovoked,usa,Swimming with dolphins,43,"Bull shark, 2.1 m [7']",Ankle bitten,Jul,N,M
797,1999.07.21,1999,Unprovoked,usa,Surfing,43,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",Right thigh & buttock bitten,Jul,N,M
798,1999.07.15,1999,Unprovoked,south africa,Boogie boarding,14,White shark,FATAL,Jul,Y,M
799,1999.07.04,1999,Unprovoked,usa,Wading in school of baitfish,30,"Blacktip shark, 1.8 m [6'] ",Lacerations knee to ankle,Jul,N,F
800,1999.07.03,1999,Unprovoked,south africa,Surfing,29,"White shark, 4 m [13'] ",Leg & board bitten,Jul,N,M
801,1999.06.17,1999,Unprovoked,usa,Surfing,21,3' to 4' shark,Right hand and wrist lacerated,Jun,N,M
802,1999.06.09,1999,Unprovoked,usa,Splashing / wading,5,Blacktip or spinner shark,Knee lacerated,Jun,N,M
803,1999.05.29,1999,Unprovoked,australia,Windsurfing,22,Thought to involve a white shark,"FATAL, body not recovered",May,Y,M
804,1999.05.01,1999,Unprovoked,brazil,Surfing,21,"Tiger shark, 2.5 m [8.25']",Leg & hands bitten,May,N,M
805,1999.04.22,1999,Unprovoked,mauritius,Swimming,41,"Grey reef shark, 1.5 m ",Thigh bitten,Apr,N,F
806,1999.04.11,1999,Unprovoked,reunion,Swimming after being swept into sea by a large wave,52,3 bull sharks,FATAL,Apr,Y,M
807,1999.03.05,1999,Unprovoked,usa,Swimming near pod of whales,29,3.7 m to 4.6 m [12' to 15'] shark seen in the vicinity,Tissue removed knee to thigh,Mar,N,F
808,1999.02.23,1999,Unprovoked,australia,Surfing,35,Bronze whaler or tiger shark,"Left hand & forearm bitten, board bitten",Feb,N,M
809,1999.02.03,1999,Unprovoked,usa,Surfing,25,Spinner shark,Left hand bitten,Feb,N,M
810,1999.00.00.b,1999,Unprovoked,south africa,Spearfishing,30,"White shark, 4.6 m [15'] ",Heel lacerated,,N,M
811,1998.12.20.R,1998,Unprovoked,south africa,Surfing,18,Possibly a white shark,Leg bitten,Dec,N,M
812,1998.11.21,1998,Unprovoked,usa,Swimming,9,Tiger shark,FATAL,Nov,Y,M
813,1998.11.14,1998,Unprovoked,usa,Surfing,14,1.2 m [4'] shark,Right foot bitten,Nov,N,M
814,1998.11.11,1998,Unprovoked,usa,Walking,13,"A ""small shark""",Survived,Nov,N,M
815,1998.11.02.a,1998,Unprovoked,brazil,Surfing,22,Though to involve a white shark,"FATAL, left forearm severed  ",Nov,Y,M
816,1998.08.30,1998,Unprovoked,usa,Surfing,26,3' to 4' shark,Toes lacerated,Aug,N,M
817,1998.08.26,1998,Unprovoked,usa,Boogie boarding,16,"White shark, 5 m to 6 m [16.5' to 20'] ","Thigh, buttocks & lower back lacerated",Aug,N,M
818,1998.08.15,1998,Unprovoked,bahamas,Spearfishing,28,"Caribbean reef shark, 1.2 m to 1.5 m [4' to 5'] ",Calf bitten,Aug,N,M
819,1998.08.01.a,1998,Unprovoked,south africa,Spearfishing,24,"White shark, 4.9 m [16']",Leg bitten,Aug,N,M
820,1998.07.11,1998,Unprovoked,south africa,Surfing,16,5' to 6' shark,Knee bitten,Jul,N,M
821,1998.06.28.a,1998,Unprovoked,australia,Free diving for abalone,26,Thought to involve a 5.5 m white shark named Kong,"FATAL, left thigh and lower leg severely injured  ",Jun,Y,M
822,1998.06.22,1998,Unprovoked,south africa,Body Boarding,20,White shark,"FATAL, hands & calf bitten  ",Jun,Y,M
823,1998.05.29.b,1998,Unprovoked,south africa,Body boarding,15,3 m to 4 m [10' to 13'] white shark,Right shoulder & arm bitten,May,N,M
824,1998.05.29.a,1998,Unprovoked,south africa,Body boarding,16,Unidentified,Leg bitten,May,N,M
825,1998.05.25,1998,Unprovoked,usa,Surfing,40,"Lemon shark, 1.5 m [5'], identified  by the surfer",4 lacerations on the sole of his right foot,May,N,M
826,1998.05.16.c,1998,Unprovoked,usa,Swimming,14,"1.8 m [6'] shark, possibly a blacktip",Ankle & foot bitten,May,N,F
827,1998.05.16.a,1998,Unprovoked,south africa,Body boarding,22,4 m [13'] white shark,"Lower legs bitten, foot severed",May,N,M
828,1998.04.26,1998,Unprovoked,mozambique,Towing rubber dinghy,35,3 m [10'] shark,"FATAL, torso & abdomen bitten, forearm severed ",Apr,Y,F
829,1998.04.21,1998,Unprovoked,usa,Surfing (lying prone on his board),50,5 m [16.5'] white shark,Right thigh bitten,Apr,N,M
830,1998.03.15,1998,Unprovoked,south africa,Snorkeling  hunting crayfish and abalone,33,3 m [10'] white shark,Lower leg lacerated,Mar,N,M
831,1998.03.08.a,1998,Unprovoked,usa,Swimming or paddle boarding,32,5' spinner shark,6 puncture wounds to right calf,Mar,N,M
832,1998.01.28.R ,1998,Invalid,australia,Spearfishing,31,Shark involvement not confirmed,"Missing, thought to have been taken by a shark",Jan,,M
833,1998.01.14,1998,Unprovoked,mozambique,Surfing,23,Small dusky shark or blackfin shark,Leg bitten,Jan,N,M
834,1997.12.28.b,1997,Unprovoked,south africa,Spearfishing,39,White shark,FATAL,Dec,Y,M
835,1997.11.09,1997,Unprovoked,australia,Scuba diving (submerged riding a scooter),42,White shark,Left arm lacerated when shark grabbed scooter,Nov,N,M
836,1997.10.28.a,1997,Unprovoked,usa,Body boarding or surfing,19,"Tiger shark, 4 m to 4.3 m [13' to 14'] ","Both legs bitten, right leg severed at mid-calf & defense wounds on right hand",Oct,N,M
837,1997.10.24,1997,Unprovoked,usa,Surfing,23,Possibly a blacktip shark,"5"" gash in foot",Oct,N,M
838,1997.10.21,1997,Unprovoked,usa,Surfing,12,1.2 m to 1.5 m [4' to 5'] shark,Left foot bitten,Oct,N,M
